"","borough","neighborhood","building_class_category","tax_class_present","block","lot","easement","building_class_present","address","apartment_number","zip_code","residential_units","commmercial_units","total_units","land_sq_feet","gross_sq_feet","year_built","tax_class_time_sale","build_class_time_sale","sale_price","sale_date","serialid","sale_year","sale_month"
"223118",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6023,11,"","A1","114 84TH   STREET","",11209,1,0,1,2633,1352,1925,1,"A1",870000,"2012-02-13",223118,12,1
"223119",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6023,28,"","A1","152 84TH   STREET","",11209,1,0,1,4500,1936,1910,1,"A1",1350000,"2012-02-24",223119,12,1
"223120",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6023,36,"","A3","8402 RIDGE BOULEVARD","",11209,1,0,1,6042,2232,1910,1,"A3",1580000,"2012-05-01",223120,12,4
"223126",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6032,9,"","A1","8509 COLONIAL ROAD","",11209,1,0,1,3900,3041,1910,1,"A1",1900000,"2012-03-30",223126,12,2
"223127",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6040,42,"","A5","15 87TH STREET","",11209,1,0,1,3000,2290,1925,1,"A5",960000,"2012-06-22",223127,12,5
"223131",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6043,65,"","A5","229 87TH   STREET","",11209,1,0,1,2000,2301,1901,1,"A5",710000,"2012-07-09",223131,12,6
"223132",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6046,61,"","A9","37 88TH STREET","",11209,1,0,1,2100,1520,1925,1,"A9",755000,"2012-07-11",223132,12,6
"223137",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6053,42,"","A5","42 GATLING PLACE","",11209,1,0,1,1435,1198,1925,1,"A5",490000,"2012-09-01",223137,12,8
"223138",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6059,11,"","A9","44 88TH STREET","",11209,1,0,1,1917,2490,1925,1,"A9",7e+05,"2012-05-24",223138,12,4
"223140",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6063,2,"","A5","8921 RIDGE BOULEVARD","",11209,1,0,1,1800,1560,1920,1,"A5",928000,"2012-06-29",223140,12,5
"223145",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6078,80,"","A9","8936 COLONIAL ROAD","",11209,1,0,1,1500,2235,1925,1,"A9",699000,"2012-08-28",223145,12,7
"223146",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6078,130,"","A5","8904 SHORE COURT","",11209,1,0,1,1626,2136,1925,1,"A5",735000,"2012-09-14",223146,12,8
"223147",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6078,131,"","A1","25 COLONIAL GARDENS","",11209,1,0,1,2100,1800,1925,1,"A1",7e+05,"2012-03-15",223147,12,2
"223149",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6084,19,"","A1","138 91ST   STREET","",11209,1,0,1,2500,1808,1925,1,"A1",950000,"2012-10-09",223149,12,9
"223151",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6085,17,"","A9","226 91ST STREET","",11209,1,0,1,2242,1344,1925,1,"A9",620000,"2012-10-10",223151,12,9
"223152",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6085,56,"","A1","251 92ND STREET","",11209,1,0,1,3700,2928,1925,1,"A1",850000,"2012-09-12",223152,12,8
"223153",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6100,21,"","A1","44 OLIVER STREET","",11209,1,0,1,2500,1808,1925,1,"A1",821000,"2012-11-23",223153,12,10
"223154",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6104,58,"","A5","27 94TH   STREET","",11209,1,0,1,2500,1632,1925,1,"A5",740000,"2012-02-16",223154,12,1
"223157",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6113,62,"","A5","9421 RIDGE BLVD.","",11209,1,0,1,2080,1280,1925,1,"A5",722000,"2012-09-01",223157,12,8
"223159",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6118,19,"","A5","9407 WOGAN TERRACE","",11209,1,0,1,966,1380,1930,1,"A5",512500,"2012-11-06",223159,12,10
"223160",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6118,67,"","A5","9419 WOGAN TERRACE","",11209,1,0,1,1083,1104,1930,1,"A5",470000,"2012-05-01",223160,12,4
"223161",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6118,68,"","A5","9417 WOGAN TERRACE","",11209,1,0,1,966,1104,1930,1,"A5",575000,"2012-08-29",223161,12,7
"223164",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6124,26,"","A5","162 96TH   STREET","",11209,1,0,1,2500,1756,1925,1,"A5",540000,"2012-05-24",223164,12,4
"223165",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6124,39,"","A9","157 97TH STREET","",11209,1,0,1,2600,1400,1925,1,"A9",690000,"2012-03-05",223165,12,2
"223166",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6129,137,"","A1","129 99TH   STREET","",11209,1,0,1,5433,2758,1925,1,"A1",1050000,"2012-09-10",223166,12,8
