Zip,Median,Mean,Pop
38954,20156.8102,29887.3077,1832
38957,22407,32576,883
38958,21486,29261,111
38961,31053.3785,39524.1835,926
38962,31317.0238,37687.9578,197
38963,22365.1239,33922.2422,2004
38964,22218.082,31846.5844,178
38965,33201.9493,44867.3143,9087
38966,23523.8892,32407.5191,1530
38967,30684.5667,39814.1733,7918
39038,24225.8346,35462.7426,7316
39039,32523.3745,46495.919,2200
39040,41026.9769,52838.8619,3523
39041,38654.3264,59284.5696,3633
39042,62237.435,72371.4072,27233
39044,43803.3599,51521.6702,3679
39045,22334.5721,34223.659,1292
39046,37943.7159,47715.3587,22488
39047,68928.2154,84388.2289,23312
39051,34071.9546,43381.4214,15440
39054,31159,38609,489
39056,51947.187,65919.1925,25242
39057,31116.6832,42594.5968,1898
39059,35833.395,44638.8452,12065
39061,31159,38609,92
39062,33185,48244,408
39063,24274.673,36438.4341,4054
39066,33316.0766,46229.4308,4581
39067,32411.1698,48573.2683,1499
39069,22752.49,32022.963,6686
39071,48486.4946,73838.2822,4647
39073,45994.1531,60148.4647,17036
39074,34290.1236,47796.8338,15030
39078,39627.9624,48601.7588,824
39079,21913.2221,31103.9577,1991
39082,42321,49529,1333
39083,34867.6533,45983.5159,10310
39086,28574.0429,36787.5189,2012
39088,40842.2082,51713.309,215
39090,29239.5807,43489.8964,13429
39092,30684.1404,44466.0712,3167
39094,33982.7894,42877.913,3994
39095,21450.6777,32517.1224,8007
39096,21523.6108,31952.393,3628
39097,27246,41031,1126
39108,29991.7771,45849.7657,2146
39110,89946.5041,109651.1349,23940
39111,32463.3169,46796.143,10300
39113,21360,33698,837
39114,38999.6492,50649.8431,10224
39115,27246,41031,264
39116,35401,46430,2515
39117,41447.8689,47304.0003,10036
39119,31849.0126,46623.1345,5514
39120,27831.8342,42042.5853,34606
39140,30146.0926,41769.235,2312
39144,20711.732,32145.1818,1214
39145,58392.7704,70503.7333,5080
39146,21787.24,31649.8028,3156
39149,40165.4217,50920.5359,1799
39150,23957.5207,33624.8907,6648
39152,37957.4049,49684.1381,1191
39153,37460.3926,48978.5318,3776
39154,49027.562,64288.9963,9568
39156,44453,61891,271
39157,65648.1547,83912.3685,20900
39159,27211.7548,36819.7854,4392
39160,22549.5896,36542.9322,2960
39162,46466,59324,251
39166,27246,41031,807
39167,42500,57134,76
39168,38361.0784,51630.8813,6762
39169,17601.2905,24039.6795,3726
39170,56299.8821,69701.9908,7515
39174,41316.5637,49255.7764,729
39175,35382.6214,48563.9295,5098
39176,23812.6083,37743.2486,2355
39177,21360,33698,169
39179,28033.1233,43604.0246,1287
39180,41363.0533,53702.8905,33228
39183,40036.5283,55730.2391,16117
39189,29880.6416,42123.5135,3409
39191,41603.3516,55727.5962,7235
39192,28402.4803,41298.2234,2011
39193,32250,45094,1401
39194,26788.1316,38271.259,20720
39201,16234.7963,30247.0263,1212
39202,38694.8157,53565.0496,9591
39203,22354.8033,29694.7303,9162
39204,27757.2515,35587.0108,19917
39206,38256.7733,47276.4963,28053
39208,42769.8152,56550.5961,27720
39209,29673.0553,37599.8663,34820
39211,66931.1502,95355.2609,24019
39212,40140.1317,47047.8501,31450
39213,26051.4708,36206.689,26212
39216,41567.2954,81015.164,4048
39217,17252,22182,330
39218,40392.3352,54805.3932,6140
39232,52763.7865,67047.3297,5723
39272,53031.0745,63663.199,7032
39301,28323.9091,43234.7604,27510
39305,45791.6334,64936.1611,19402
39307,27508.506,38277.9459,18115
39309,50810,69428,609
39320,48066.6716,58745.2946,1625
39322,40358.4902,46326.9182,1939
39323,43896.1621,49093.0454,1187
39325,47684.5879,58739.168,5446
39326,37762.2059,50715.0094,661
39327,33962.0815,43826.5771,4040
39328,14522.113,19160.779,2333
39330,28761.53,36920.2369,2569
39332,42214.9511,44218.9827,1567
39335,33446.452,48701.1944,3185
39336,38713.3268,44222.5814,1439
39337,43535.3746,51474.4564,1995
39338,9876.9847,13028.0745,920
39339,31166.3492,43198.7405,16392
39341,23426.1573,33859.4388,7626
39342,44104.8972,61745.3536,1185
39345,32538.2818,38615.1726,6414
39346,27611.5021,39978.4646,2311
39347,15124.4265,22527.442,825
39348,18868.0521,28061.6853,564
39350,33759.6442,47512.9576,23657
39354,29276.891,39091.4196,2091
39355,32265.8373,43228.9492,7464
39358,32.9824,53.616,3
39359,26608,43083,233
39360,28311.2309,40312.0728,4295
39361,22676.7262,33782.7968,1704
39362,43843.0742,46138.1882,2869
39363,29328,36477,1993
39364,31015.0665,47731.6693,2880
39365,34464.8505,45272.8444,7584
39366,24983.8738,37345.6662,1597
39367,30208.2255,42288.6684,15885
39401,27648.8429,38826.189,40837
39402,56188.7385,75568.3059,27229
39406,17313,24438,3783
39421,34766.3458,38040.7673,3131
39422,29874.9457,46926.802,5606
39423,36612.0996,40807.2021,2813
39425,37166.86,44125.51,1597
39426,48386.7704,61197.2243,13499
39427,21422,33243,1532
39428,29767.198,41962.9263,9787
39429,33942.4187,49110.1587,17384
39437,38273.6727,48822.5169,12189
39439,27266.1256,39388.7685,4948
39440,29515.5873,46303.7575,20731
39443,39215.0162,50238.8578,21279
39451,41175.0142,45492.4682,5996
39452,45924.4822,54321.7094,22759
39455,33122.166,44963.4513,7901
39456,40131.5216,46405.1944,1508
39459,38725.0642,44271.6914,3093
39461,41190.012,45463.452,528
39462,36022.3,40194.425,1222
39464,34618.7141,44594.6726,2289
39465,50228.1105,58260.9657,18727
39466,37732.3218,48277.9279,24518
39470,36526.5638,50792.6393,11467
39474,26446.5394,36979.3356,6974
39475,47987.9684,58231.9156,9911
39476,43232.4163,49396.5861,7351
39477,35737,46604,773
39478,29265.4414,42563.954,1944
39479,40908.8008,52142.8787,5431
39480,45352.2748,57203.9953,2630
39481,31731,45157,1815
39482,49374.5359,58877.6112,7923
39483,27301.7986,39860.6199,5539
39501,28534.8099,36841.5757,25586
39503,47513.8931,60762.0154,36733
39507,46748.6126,62847.018,19333
39520,37828.047,52838.4489,17533
39525,63914,73057,5868
39530,31289.4675,45389.2473,13480
39531,42485.592,56834.4049,19670
39532,55754.2521,68372.1434,25452
39534,42321,52682,2978
39540,40617.6914,50188.2195,7598
39553,43869.536,54648.1336,16124
39556,46065.1913,54442.0623,6197
39560,50265.3542,61468.1969,19502
39561,47968.4901,60794.6765,1191
39562,49368.1964,54731.3852,16691
39563,35397.6948,45616.6628,15865
39564,61648.3588,80683.6916,31844
39565,50846.4674,58268.6973,14624
39567,37099.8845,52649.6674,13333
39571,49372.1298,68951.8295,14848
39572,37662,40928,1784
39573,46651.3703,62030.8399,6505
39574,49591.5677,55760.4665,10902
39576,33668.892,51532.619,6704
39577,41743.3132,55419.1062,8613
39581,42380.6615,55801.4671,12923
39601,36835.8127,53667.4883,22985
39629,39999.5484,49973.9368,5760
39630,34574,63186,1100
39631,26684.0388,37233.6412,3656
39633,27477.3954,34838.857,1347
39635,26277.6,41975,160
39638,27520.2859,36122.4228,3597
39641,37350.5429,48222.3025,4276
39643,28149.6702,39081.1157,1222
39645,26808.4071,41101.1305,5184
39647,34612.6428,62715.1898,1002
39648,28672.9297,41202.0832,21060
39652,27809.5245,43583.9625,8365
39653,33729.3612,59542.9851,2918
39654,39413.1827,51278.9851,5802
39656,23954.4,35845.6,880
39657,31943.864,46368.744,2490
39661,29852.704,44246.7544,3158
39662,45633.1295,57959.777,1187
39663,28823.7166,40808.6971,3349
39664,31221.9224,48194.63,2161
39665,40101.0764,51506.8314,1214
39666,38248.5009,54099.791,8716
39667,31602.3495,44592.2217,12429
39668,29267.9743,39983.0607,758
39669,28547.9848,49666.0424,6325
39701,23492.1279,40251.2161,16060
39702,39652.564,50815.6714,22139
39705,52161.6633,68437.7131,14626
39730,30939.7282,44430.16,12609
39735,29395.233,39226.9111,4422
39736,35958,66035,339
39737,40519,50532,309
39739,28167.4158,35187.0208,3220
39740,46422.9694,58762.5005,4634
39741,30272.0079,41641.8813,1615
39743,22030.4274,38274.4481,2277
39744,33210.0507,42871.5758,6266
39745,31413.6373,45102.2641,981
39746,41003.9168,45332.046,3251
39747,31089.0308,45051.4174,2409
39750,35047.8498,51280.108,2752
39751,33563.9898,42298.9506,1314
39752,34052.0484,41364.694,2346
39755,30769.704,41499.604,1260
39756,32175.7907,46637.8649,2028
39759,29871.0354,47535.4054,37292
39760,24889,40590,4
39762,37582.7967,57754.1198,1949
39766,43876.6191,55219.5435,2449
39767,35530.3556,45444.7356,907
39769,40571.0267,57724.7446,2120
39771,40519,50532,148
39772,31516.2944,44277.8327,2163
39773,30577.8101,45835.6054,17533
39776,31848.1605,44990.8588,1988
39813,27383.896,38896.8924,2110
39815,31734.8875,41178.925,1686
39817,30595.7783,40713.9141,10894
39819,35769.2997,50182.4578,11282
39823,27401.5637,43182.9805,8550
39824,24104.5,34827.0625,544
39825,27677.7466,39455.164,1461
39826,34138,43553,418
39827,30082.9208,40420.8932,3842
39828,32609.7801,48318.4444,15150
39834,39216.3615,60710.041,2138
39836,26946.4925,45989.5575,461
39837,31103.8556,43407.6587,6166
39840,26803.36,47074.5824,5726
39841,27459.198,40206.2386,878
39842,26951.7709,42076.879,8357
39845,36135.1125,54885.3873,7871
39846,27207.8118,38074.6057,2440
39851,26250,33711,2388
39854,28727.2572,32854.848,2592
39859,31062.1607,39800.047,1281
39861,27230.0463,43508.879,1003
39862,32965.664,37197.632,1326
39866,38646,40465,2122
39867,27217.8297,37385.1623,321
39870,34851.3184,47233.7616,2238
39877,28713.322,41339.432,500
39885,43333,56268,76
39886,24082.0228,33416.3144,1616
39897,34979.0088,44131.412,3430
40003,57822.0785,69909.4556,1902
40004,45154.334,55000.7369,28245
40006,50049.0884,55047.0484,5084
40007,47782,51417,166
40008,52885.6127,55464.7589,3476
40009,37958.984,43014.2544,1051
40010,111023,131030,587
40011,45700.1487,54748.056,2549
40012,52415,54553,589
40013,60309.8915,66811.2408,5369
40014,82988.9281,100044.1851,19986
40019,35932.3438,51646.6801,3789
40020,60076,66312,109
40022,70167,124935,834
40023,79086.0741,90886.738,4118
40025,110350,181560,59
40026,106605.2987,117034.5196,5458
40031,64234.37,76341.9637,22863
40033,38351.9615,50894.2308,12355
40036,47256.1522,51403.6638,223
40037,38416.3314,47764.226,2864
40040,49615,54040,531
40041,65721,118108,286
40045,44680.4772,54876.2742,3451
40046,53181.2385,58965.1779,1741
40047,56087.8572,63848.2202,19345
40048,60076,66312,113
40049,37158,46400,115
40050,40448,51231,1389
40051,40779.3226,53521.063,4799
40052,38690.8237,51391.6499,515
40055,51186.8205,59110.0649,1752
40056,69015.24,80359.48,3263
40057,49475.2721,55694.8119,3354
40058,40448,51231,64
40059,115056.0427,155116.4811,16708
40060,37680.4416,45465.5088,1184
40062,37094.6216,46224.1738,301
40063,49694,58773,789
40065,52109.3315,65730.0943,28025
40067,71348.457,99681.639,5114
40068,48629.8338,58841.782,2131
40069,44502.4334,56836.6714,8276
40070,41567.9952,51790.5888,582
40071,61431.3506,69503.2593,14292
40075,46529.982,56690.26,1323
40076,60735.9205,64175.2876,2516
40077,59398,74296,564
40078,37404,42670,2200
40104,41313,49715,1336
40107,43503.708,56297.231,2067
40108,44965.4929,52563.4817,11574
40109,37324.2352,50138.0992,1990
40110,53500,60294,60
40111,41545,46293,1682
40115,34288.1016,46214.8564,727
40117,52087.5604,52975.6489,2299
40118,42604.0164,50444.894,9724
40119,40888.1404,49976.831,1797
40121,43641.9697,46600.6715,8606
40140,35594.3708,46551.1238,787
40142,46342.762,50272.7669,2304
40143,36972.6683,45922.6373,5939
40144,35885.5993,46681.3413,1866
40145,46441,50087,908
40146,31576.1696,46648.9256,3745
40150,50840.5836,59526.5516,4103
40152,46441,50087,604
40155,33958,39204,947
40157,40978.9546,49816.679,876
40160,45992.8191,55327.8936,23572
40161,41313,49715,178
40162,54687.9706,61212.1573,6056
40165,49264.9366,58581.9692,32726
40170,34223.833,46687.9635,344
40171,31591,46830,243
40175,50898.4544,58664.0135,13070
40176,35997.9826,48137.7705,931
40177,31422.0756,41123.028,1462
40178,46441,50087,468
40202,18150.3628,32348.7048,6772
40203,16629.001,25932.2564,19694
40204,43420.8686,63257.2142,14236
40205,68359.3426,83664.4345,23678
40206,47340.6505,62556.4281,18865
40207,70283.8603,97980.1904,29745
40208,24905.423,34623.4996,13227
40209,29042.0392,34956.3976,360
40210,19521.1064,28507.693,14822
40211,23444.0869,31929.0597,22612
40212,25589.6658,32518.6057,17685
40213,39715.9137,50491.7686,16796
40214,38146.3943,48349.4133,45291
40215,26229.9643,34194.6511,22287
40216,41501.658,48274.1982,40746
40217,42383.8799,49486.8645,12507
40218,35296.5351,46036.4251,31658
40219,40891.2359,46953.3792,38032
40220,50280.4325,63017.286,33109
40222,67256.5971,88580.5619,21359
40223,65416.8833,89019.8587,22011
40228,55362.6131,61711.2606,15743
40229,53147.0523,59543.8555,36852
40241,82109.6504,106649.4981,28988
40242,53292.4894,67783.5627,10930
40243,62103.5288,79875.2702,10210
40245,96179.2178,118533.8975,30109
40258,47730.954,55571.2371,26465
40272,44898.3978,51385.7075,37394
40280,92128,127012,303
40291,62665.1186,70432.5073,35427
40299,67500.2246,77931.7192,38371
40310,53243,61414,526
40311,41000.8662,46706.1784,7153
40312,31759,40888,5898
40313,27557.8045,40340.113,3143
40322,18601.674,23054.304,1817
40324,62459.0554,70883.677,41342
40328,36383.8842,42672.5256,1065
40330,45653.6157,55149.3368,19334
40334,32729.3536,42160.4658,76
40336,29107.6472,38790.0652,13061
40337,33432.3952,43170.7204,5501
40339,101542,155263,46
40342,55492.3581,61645.4492,21125
40346,33627.3588,42140.6488,686
40347,61086.6126,75054.9604,2767
40348,41667,46549,600
40350,39139,45242,228
40351,34766.2832,48500.2016,20249
40353,38050.4249,51588.5782,20779
40356,43303.4988,54967.2278,32973
40358,27241.8212,33790.1362,904
40359,45358.9348,51289.2714,7080
40360,33857.6914,42142.2304,6564
40361,33184.5104,42385.8958,14245
40363,45315,52181,22
40370,69102.454,72171.1185,2763
40371,25544.4029,31798.9384,2827
40372,64396.3718,82965.5015,2128
40374,27128.4527,43715.4591,1702
40376,32083,40700,52
40379,55359.3045,64265.2865,3288
40380,32044.5032,40674.8848,6607
40383,59280.0189,73187.9125,22408
40385,43279.9324,51428.3989,3131
40387,1854.7022,4182.6459,124
40390,42460.2743,58655.8352,7366
40391,47844.3457,58536.2009,35262
40402,25310,33968,2905
40403,42095.3171,50274.9973,23774
40404,50400,53296,643
40409,33356.1529,45012.6565,3843
40419,29710.1642,37805.9913,4621
40422,43365.6353,59105.4657,24280
40434,20000,33632,34
40437,33808.6692,41736.2123,4932
40440,36167.1009,39986.601,2092
40442,31129.7188,38204.0248,1136
40444,40342.3994,49988.8616,14096
40445,16873.9806,23442.2871,997
40447,21469.7216,32287.5228,8251
40448,36824,45446,53
40456,32159.3212,41654.9506,9300
40460,16607,23136,1129
40461,52614.9718,59735.368,3121
40464,37610.9646,42952.9288,1114
40468,43899.3879,52276.6614,1807
40472,29704.1145,42643.475,1679
40475,41814.6693,55342.8211,55803
40481,21793,29427,218
40484,32831.2096,42578.0732,11612
40486,23192.5388,33860.0373,2223
40489,32339.1608,38032.9632,4109
40502,56941.0904,88727.102,25709
40503,57392.3423,68977.2249,28003
40504,35718.5002,43330.7328,25655
40505,34257.5982,46651.3192,26040
40506,20768,22503,2802
40507,18710.67,39533.8992,1757
40508,21481.5627,31689.1743,23569
40509,73221.6863,87609.7539,32364
40510,87847.1804,90408.3518,1928
40511,57591.6064,65141.1777,31798
40513,95528.913,122835.667,10994
40514,76745.4854,86618.4922,14647
40515,72048.0074,88757.0894,33595
40516,73988.3465,104733.1584,2877
40517,38964.8654,47131.4444,35227
40601,49852.8681,62466.0772,49566
40604,36714,45135,462
40701,31641.1099,42233.1217,29497
40729,29529.0066,56464.6066,5485
40734,28342.0111,36756.5334,3764
40737,44477.4568,48312.3944,1379
40740,35908.3289,44297.6647,3321
40741,35759.4652,49525.4542,21875
40743,44810,48538,229
40744,40532.1209,53999.8054,18334
40759,23557.7331,38692.1897,2531
40763,22025.6655,29404.766,469
40769,23573.8942,36891.8519,18507
40771,26661.537,38592.051,1068
40801,20645,28639,531
40806,30112.0966,40650.7442,2499
40808,21420.3252,34449.8156,99
40810,22115.2866,36110.0798,1548
40813,28595.9568,39751.7776,669
40815,26152.948,37928.51,1534
40816,19605,30113,78
40818,25996,37372,110
40819,34886,38220,729
40820,25996,37372,581
40823,24935.0813,33722.0959,3792
40824,32266.5584,38274.6516,559
40826,34403,34310,759
40827,19605,30113,674
40828,20927.1728,28461.7684,3965
40829,28702,46967,172
40830,28702,46967,301
40831,28105.4868,45865.6314,5150
40840,19859.829,30721.787,312
40843,23229,27016,259
40844,19605,30113,123
40845,22377,31885,635
40847,20645,28639,261
40849,23229,27016,352
40854,29422,38334,1213
40856,26292.6957,36838.2274,756
40858,19605,30113,397
40862,34403,34310,647
40863,25996,37372,502
40865,38235,47675,410
40868,26758.6394,36001.4761,1100
40870,38235,47675,279
40873,33727.0856,38244.1794,2390
40874,19226.6528,29462.6701,504
40902,25110,28616,1239
40903,20412.211,34664.6675,681
40906,21505.189,34953.418,11132
40913,20257.5179,25786.6846,171
40914,27132.3713,37283.8843,467
40915,20934.5538,38641.8321,896
40921,17898,28190,295
40923,27418.0449,40385.8883,735
40927,23229,27016,482
40935,18294.5052,35149.7074,2699
40939,24902,44684,273
40940,24713.3925,35427.2311,478
40941,20551,32193,251
40943,30878,41166,748
40946,30878,41166,220
40949,20371,38797,788
40953,30878,41166,998
40958,25104.4672,29043.4088,451
40962,21662.7165,34580.854,19143
40964,28702,46967,151
40965,23804.0773,33547.6735,13570
40972,17814.8022,28353.3284,1327
40977,28112.1482,41781.9775,10362
40979,19605,30113,148
40982,14975,30697,388
40983,20200.0586,37754.1855,352
40988,24598.2,30323,555
40995,17898,28190,121
40997,14975,30697,371
41001,71522.7658,79216.5127,16412
41002,32271.499,48007.0966,2510
41003,38430.7502,51049.1871,2786
41004,38742.8409,47912.1602,4122
41005,69014.6162,79581.0623,22569
41006,53739.4368,61528.718,4434
41007,62518.9032,71542.0835,4193
41008,36876.0184,53913.5665,7457
41010,41816.7608,50492.1705,3217
41011,40196.7816,56876.5857,25872
41014,37856.8795,42842.785,6942
41015,50096.3309,60497.4922,20864
41016,39644.371,53953.3,6075
41017,68347.9623,90399.594,38940
41018,55938.6473,65196.4157,27345
41030,49063.5964,60903.1752,6299
41031,39901.9959,48643.1799,15886
41033,51468.2004,58772.8578,1976
41034,45558,54077,1032
41035,43488.4075,57831.2387,10785
41039,36043.7117,45378.7224,2502
41040,37582.352,46160.705,7265
41041,29946.39,43214.7603,7153
41042,59669.294,66548.8892,49968
41043,44036.4504,53584.6505,1745
41044,40531.7915,49202.2045,1116
41045,44079.826,51372.5899,1273
41046,39312.4984,46651.2131,1414
41048,93170.1358,107159.7766,13959
41049,32170,46895,2261
41051,68379.8036,72754.4756,26796
41052,42304,58662,107
41055,52966.0921,74877.0432,1813
41056,38253.5996,53216.5086,14228
41059,62520.3502,76879.312,2712
41062,45558,54077,35
41063,50256.196,60293.1635,3378
41064,27415.5275,37935.922,2073
41071,40082.9782,54134.8669,20869
41073,45129.5582,52707.7386,5955
41074,40538.3291,48358.8443,5338
41075,64800.4525,86423.8117,16459
41076,51837.3763,62953.046,16468
41080,64160.5484,80106.1826,1849
41083,43640.3204,50556.0669,1326
41085,54318,71072,724
41086,42369.8476,49089.7988,2771
41091,84178.5947,97952.1691,16873
41092,57303.5449,71659.9013,3514
41093,29937.2552,41970.2921,2869
41094,66780.0727,79935.7382,13631
41095,42075.362,48132.624,3540
41097,39802.6407,50769.4601,7349
41098,47214.0365,54230.8318,2037
41099,43151,60769,1169
41101,36312.1096,54604.742,18758
41102,45024.6675,57391.5243,21712
41121,44872.3498,52014.3814,1852
41124,26475.9058,36490.5753,1039
41129,43656.4441,53440.5155,9922
41132,31706.5248,42447.612,425
41135,33324,38763,172
41139,41418.1506,51286.5484,8271
41141,29688.9248,38225.4336,2461
41142,27791,37280,91
41143,35985.501,48755.8327,14535
41144,42863.1612,50656.3916,10279
41146,32283,43389,412
41149,17375,36263,733
41159,26691,36771,583
41164,26469.005,36903.8725,11668
41166,28420,37820,919
41168,46566.041,59088.6422,3043
41169,50638.3335,69280.7054,5354
41171,3494.1125,7292.4893,1014
41174,28711.1582,37898.6811,1122
41175,33876.2191,41115.609,5591
41179,24245.314,38463.324,7852
41180,26326.8247,36098.7825,1087
41183,38459.6963,55394.8249,1618
41189,30625,46390,2264
41201,23509,33676,238
41203,25000,34942,696
41204,27821.8299,36702.5978,560
41214,25778,41342,750
41216,35228.446,44703.305,1297
41219,38280.6232,47327.2653,2053
41222,35276.7192,49616.2808,2627
41224,25672.581,40474.8,6414
41226,38327,47359,168
41230,29955.7598,42412.2092,11730
41231,24271.8084,34401.2416,1002
41232,23121.6974,34579.926,782
41234,31166.7228,40461.3816,601
41238,38154.7544,48192.742,860
41240,29569.3329,49403.7116,6916
41250,20683.31,32472.3392,1195
41254,22515.4575,36157.0339,571
41255,23226.5568,38949.0842,1036
41256,32196.6208,53328.7428,2433
41257,22335,36416,390
41260,26466,35179,885
41262,25778,41342,1474
41263,25041.6312,35605.5176,525
41264,23509,33676,389
41265,35958.6068,45846.2653,1857
41267,25000,34942,1245
41268,35419.4748,46876.52,395
41271,26466,35179,237
41274,25367.1024,45030.7856,585
41301,20934.4291,29329.686,6159
41311,25476.3931,33780.0881,7538
41314,19677.5697,33495.5568,5239
41317,17500,27339,190
41332,25045.5736,40920.0976,1184
41339,21636.1795,35932.3799,10957
41348,17236.384,25839.672,1219
41352,30104,43565,677
41360,21485.608,31257.008,500
41365,20149,30066,501
41366,18714,29055,20
41367,40262,44241,179
41385,16894.1539,38508.3532,470
41390,16127,19530,52
41397,25225,36027,64
41408,30104,43565,445
41421,24500,42507,233
41425,29980,95656,1138
41464,17878,33004,722
41465,22990.3922,36914.8553,11979
41472,28100.3716,47167.0868,10862
41501,34820.892,52235.1528,23298
41503,36071,55234,570
41512,33017,50540,976
41513,27306,36502,590
41514,34252.799,48680.5337,3491
41517,25900,40414,109
41519,33088,39960,1108
41522,32423.5457,39831.4902,5352
41524,36618,44736,384
41526,33588,48401,125
41527,36071,55234,675
41528,22061.192,30463.024,999
41531,31411,43381,985
41534,37896,39546,273
41535,32192.0278,45279.9661,526
41537,27373.3725,39648.464,5373
41538,28549,37876,97
41539,38810.2656,47371.9788,1722
41540,36618,44736,302
41543,31411,43381,543
41544,26030.6512,36431.8064,931
41547,21861,30162,369
41548,36618,44736,862
41553,21861,30162,2288
41554,36025.2656,44026.4256,1102
41555,31411,43381,915
41557,38544.5542,47054.8929,1716
41558,26213,36706,809
41559,28342.0962,36874.375,339
41560,30982,39814,384
41562,30784,37752,2807
41563,32514.7968,49116.5664,445
41564,33382.351,40424.3772,1159
41566,36618,44736,714
41567,31411,43381,369
41568,21861,30162,1073
41571,41403,53078,639
41572,31735.8957,40541.7321,3754
41601,30166.1904,40569.5877,755
41602,32985.6588,41996.9603,819
41603,31416.4285,41073.0195,1498
41604,21039.4434,31499.0365,620
41605,38388,49057,637
41606,21981.699,33862.8683,656
41607,31253.73,39684.724,318
41612,21789,33689,78
41615,36934.086,47420.134,675
41616,26187.4132,34869.9674,794
41619,25433.4266,36974.9853,599
41621,33046.8416,41877.1305,329
41622,29497.613,40894.272,228
41630,25114.5954,40408.4114,1230
41631,19506,27799,1106
41632,17878,33004,614
41635,26382.8244,35541.1636,3056
41636,24849.72,36450.624,984
41640,25806.688,41045.6589,1343
41642,38388,49057,725
41643,25162.1448,38186.9368,194
41645,29765,40809,1268
41647,25299,36856,1815
41649,29213.8802,39978.0923,2631
41650,21789,33689,534
41653,31271.1109,40759.6042,11451
41655,27142.7996,37483.644,896
41659,38388,49057,520
41660,19506,27799,802
41663,38388,49057,384
41666,25080.1875,42155.1525,908
41667,21789,33689,720
41669,21789,33689,865
41701,30699.4027,46941.3041,17252
41712,40262,44241,380
41713,26534,51166,51
41714,30139.636,38810.964,418
41719,33799.2326,57480.4956,1043
41721,42895.9303,75185.0624,788
41722,30860.6295,41357.0673,1688
41723,28566.1339,51150.4936,1537
41725,29449,39375,174
41727,42526.3972,65060.4818,640
41729,26534,51166,230
41731,20506.6162,36073.0425,1023
41735,19560,34624,295
41739,30548.0063,41772.1143,179
41740,29449,39375,877
41745,43788,76660,200
41746,22500,37642,835
41749,30167.2846,38694.0309,3556
41751,37700.3555,46930.5492,289
41754,43788,76660,460
41759,28348.5864,39507.964,397
41760,22500,37642,35
41762,30139,38784,107
41763,19560,34624,574
41764,31737,33701,741
41766,30139,38784,131
41772,33748.51,41896.224,277
41773,23816.1783,38061.9205,1273
41774,39879,48498,2659
41775,22377.5488,32395.2072,114
41776,31235.5874,34848.8311,1509
41777,31737,33701,947
41804,23006,39899,720
41810,32151,46922,502
41812,43264,43038,230
41815,31760.5488,43422.7968,802
41817,38975.3946,44976.388,251
41819,23006,39899,392
41821,23006,39899,537
41822,38871.072,44926.2256,2553
41824,34384.298,42947.8334,1072
41825,33043.3739,46610.1148,548
41826,23006,39899,978
41828,26667,37629,808
41831,38388.3873,44635.894,849
41832,23006,39899,424
41833,23006,39899,321
41834,28659,39607,659
41835,32151,46922,790
41836,29948.05,40292.328,798
41837,35786.2191,48501.4181,1284
41838,32151,46922,548
41839,25188,36979,1193
41840,32151,46922,1111
41843,28659,39607,949
41844,39287.428,45128.07,1355
41845,23006,39899,293
41847,28659,39607,617
41848,23006,39899,80
41849,32151,46922,193
41855,34594.0219,43978.7668,696
41858,34081.8006,45324.7839,8064
41859,26667,37629,349
41861,25585.1115,37153.525,108
41862,26667,37629,952
42001,47734.2858,64688.253,27960
42003,39380.5627,50211.1483,28418
42020,38421.4072,46182.4627,2330
42021,34183.8893,42676.2267,1505
42022,45000,50116,104
42023,29320.5472,40447.0827,2422
42024,43914.375,61918.0465,1490
42025,43065.9526,55316.3246,19305
42027,42521.788,56984.4972,2291
42028,29701,44141,635
42029,50088.7164,53786.5317,6321
42031,31836,44971,3418
42032,31836,44971,192
42035,38775.4196,44593.8802,1068
42036,42433.2842,48754.5378,1167
42037,27199,54988,29
42038,42919.7655,49675.4995,5298
42039,36258.0592,54334.158,1751
42040,46133.0544,58223.7051,1082
42041,31962.2651,39690.714,4627
42044,41682.9488,52769.3431,3404
42045,41858,53300,2089
42047,29701,44141,192
42048,41205.14,50978.094,2147
42049,43383.8048,56058.714,1480
42050,34538.6976,43988.7624,3256
42051,38045.832,56368.832,2840
42053,47556.0322,57699.3582,4931
42054,41101.3973,47654.4258,984
42055,40633,46955,2609
42056,44937.194,50377.5993,1982
42058,41858,53300,2336
42060,38058,58812,130
42061,38250,58688,55
42064,33965.8794,45346.5827,8421
42066,33685.4233,46835.6979,23182
42069,41749.65,63293.7212,1100
42071,35850.6925,50216.9114,29655
42076,41347,47828,1213
42078,29384.9974,45510.9761,1852
42079,50583,64933,1426
42081,38939.1043,51100.9241,2203
42082,39150.9736,50946.3254,1845
42083,41858,53300,446
42084,35980,44461,83
42085,33582.9388,42748.0476,918
42086,50226.49,64436.209,4036
42087,38836.433,58683.1431,2419
42088,34533.8541,43286.3583,2656
42101,34545.1799,41549.5279,55648
42102,47942,52471,88
42103,64249.8073,84915.1832,18936
42104,56208.1798,65599.8208,29610
42120,31344.0017,39305.6155,2588
42122,67960.819,98068.0521,4368
42123,44239,60833,840
42124,36228,40372,55
42127,35202.8367,50198.7119,6199
42129,33155.974,39703.5026,7026
42130,42289,50131,175
42133,35115.3018,47369.0534,1370
42134,41690.0277,51389.035,16785
42140,30328.6151,41282.5375,1264
42141,36903.8692,48728.2262,30349
42151,26382,33424,275
42153,30741,37907,326
42154,38740.3778,47854.4177,691
